nan nan
-127.394272 43.016276
-127.212475 43.020056
-127.038169 43.023409
-126.871049 43.026373
-126.710821 43.028985
-126.557205 43.031278
-126.409930 43.033283
-126.268738 43.035027
-126.133378 43.036535
-126.003611 43.037830
-125.879208 43.038933
-125.759949 43.039863
-125.645622 43.040639
-125.536023 43.041274
-125.430959 43.041785
-125.330242 43.042185
-125.233693 43.042484
-125.141141 43.042694
-125.052419 43.042826
-124.967386 43.042881
-124.873829 43.043950
-124.791755 43.044824
-124.719754 43.045543
-124.656591 43.046136
-124.601181 43.046628
-124.552573 43.047037
-124.509932 43.047379
-124.472525 43.047666
-124.439710 43.047908
-124.437409 43.072227
-124.435108 43.096547
-124.426865 43.119953
-124.416290 43.143045
-124.408370 43.166723
-124.401727 43.190605
-124.395484 43.214551
-124.389652 43.238551
-124.384059 43.262583
-124.389113 43.286050
-124.398411 43.309186
-124.383878 43.331132
-124.355407 43.343021
-124.336633 43.363184
-124.317745 43.383294
-124.303357 43.405273
-124.289784 43.427539
-124.278346 43.450447
-124.267180 43.473426
-124.256890 43.496619
-124.247637 43.520045
-124.239019 43.543600
-124.229469 43.566966
-124.222845 43.590861
-124.216720 43.614825
-124.210935 43.638836
-124.205268 43.662863
-124.198870 43.686785
-124.191716 43.710602
-124.184814 43.734457
-124.179014 43.758468
-124.173255 43.782484
-124.168496 43.806614
-124.163900 43.830761
-124.159301 43.854909
-124.154828 43.879067
-124.151355 43.903313
-124.147820 43.927554
-124.144080 43.951779
-124.140299 43.976001
-124.135778 44.000156
-124.132166 44.024374
-124.130351 44.048714
-124.127944 44.073026
-124.125222 44.097322
-124.122501 44.121618
-124.119780 44.145914
-124.117207 44.170218
-124.115192 44.194550
-124.113178 44.218881
-124.111220 44.243215
-124.109686 44.267565
-124.108153 44.291914
-124.106530 44.316254
-124.098489 44.339935
-124.092389 44.363870
-124.088475 44.388082
-124.084590 44.412297
-124.081310 44.436526
-124.082992 44.460869
-124.084634 44.485215
-124.081006 44.509286
-124.076733 44.524484
-124.074414 44.542123
-124.072216 44.559701
-124.070629 44.571115
-124.068920 44.582284
-124.068188 44.599496
-124.067333 44.616281
-124.063121 44.632089
-124.059215 44.647897
-124.059886 44.668283
-124.078319 44.675119
-124.070689 44.686533
-124.063609 44.700693
-124.061411 44.719309
-124.059702 44.740732
-124.066904 44.756113
-124.074106 44.771311
-124.072519 44.783884
-124.070810 44.796336
-124.068124 44.812327
-124.065316 44.828501
-124.058114 44.834910
-124.050911 44.841502
-124.044136 44.859935
-124.037117 44.878306
-124.031318 44.899486
-124.025519 44.920726
-124.022712 44.937694
-124.019782 44.954723
-124.016486 44.972484
-124.013189 44.990490
-124.010504 45.003490
-124.007696 45.016491
-124.011602 45.032299
-124.015386 45.047924
-124.013310 45.063732
-124.011113 45.079295
-123.999882 45.086925
-123.988590 45.094493
-123.985111 45.106089
-123.981693 45.117686
-123.977604 45.130931
-123.973514 45.144297
-123.971011 45.159739
-123.968692 45.175120
-123.966983 45.189524
-123.965212 45.203684
-123.970095 45.211740
-123.974795 45.219492
-123.970095 45.240732
-123.965211 45.262094
-123.963197 45.288095
-123.961182 45.314096
-123.966981 45.325937
-123.972779 45.337900
-123.990601 45.337106
-124.008484 45.336313
-123.990906 45.344125
-123.973511 45.352121
-123.967590 45.376291
-123.961792 45.400705
-123.959106 45.418100
-123.956298 45.435495
-123.964110 45.450937
-123.972106 45.466317
-123.973509 45.478524
-123.974791 45.490915
-123.964903 45.498117
-123.955015 45.505502
-123.952574 45.522897
-123.950193 45.540292
-123.953977 45.554696
-123.957700 45.569283
-123.952207 45.587716
-123.946775 45.605904
-123.943906 45.624886
-123.941281 45.643685
-123.940182 45.658089
-123.939206 45.672493
-123.938900 45.687935
-123.938473 45.703316
-123.941585 45.717720
-123.944698 45.731880
-123.953975 45.738533
-123.963191 45.745125
-123.973079 45.754708
-123.982905 45.764290
-123.975520 45.772896
-123.968013 45.781319
-123.964595 45.802925
-123.961176 45.824532
-123.961115 45.840889
-123.960993 45.857124
-123.961969 45.870918
-123.963007 45.884529
-123.964777 45.897285
-123.966485 45.909920
-123.975213 45.914497
-123.983880 45.919136
-123.988580 45.931892
-123.993218 45.944710
-123.980523 45.957283
-123.967889 45.970100
-123.951104 45.974494
-123.934320 45.978889
-123.930779 45.998115
-123.927422 46.017279
-123.927788 46.033331
-123.928094 46.049506
-123.930169 46.060736
-123.932183 46.072088
-123.934502 46.081915
-123.937004 46.091924
-123.943513 46.103129
-123.948138 46.115564
-123.953319 46.127059
-123.958724 46.137976
-123.962944 46.146815
-123.968869 46.155360
-123.974167 46.164077
-123.977476 46.169549
-123.979549 46.172984
-123.980850 46.175138
-123.982480 46.177840
-123.984110 46.180541
-123.985786 46.183228
-123.987546 46.185890
-123.988213 46.188422
-123.990900 46.191585
-123.993164 46.194958
-123.994704 46.198231
-123.997465 46.201292
-123.999375 46.204417
-124.002118 46.207705
-124.004497 46.210906
-124.006527 46.214191
-124.009029 46.217724
-124.010720 46.220850
-124.012750 46.224063
-124.015848 46.226509
-124.020383 46.228065
-124.023000 46.228679
-124.025032 46.229171
-124.027309 46.229683
-124.029587 46.230194
-124.031757 46.230663
-124.034147 46.231141
-124.036374 46.231596
-124.038542 46.232053
-124.040769 46.232638
-124.043085 46.233099
-124.045051 46.232820
-124.047637 46.232718
-124.050088 46.232798
-124.052344 46.232907
-124.054754 46.233034
-124.056962 46.233078
-124.059365 46.233160
-124.061884 46.233217
-124.064226 46.233323
-124.066613 46.233374
-124.068895 46.233401
-124.071109 46.233551
-124.073602 46.233551
-124.075780 46.233702
-124.078097 46.233778
-124.080519 46.233780
-124.082977 46.233622
-124.085318 46.233504
-124.085103 46.234433
-124.082484 46.234284
-124.080154 46.234358
-124.077822 46.234398
-124.075490 46.234405
-124.073158 46.234352
-124.070839 46.234162
-124.068486 46.234063
-124.066311 46.234034
-124.063990 46.233836
-124.061742 46.233736
-124.059213 46.233662
-124.056720 46.233588
-124.054532 46.233488
-124.052190 46.233408
-124.049841 46.233323
-124.047570 46.233243
-124.045065 46.233403
-124.042891 46.233520
-124.040567 46.233103
-124.038322 46.232655
-124.036101 46.232116
-124.033976 46.231604
-124.031505 46.231092
-124.029330 46.230614
-124.027133 46.230110
-124.024781 46.229679
-124.022594 46.229527
-124.019588 46.230057
-124.018138 46.231078
-124.016415 46.232188
-124.014681 46.233290
-124.012791 46.234247
-124.010760 46.235068
-124.008653 46.235789
-124.006436 46.236315
-124.004127 46.236598
-124.001850 46.236400
-124.000026 46.235444
-123.998487 46.234211
-123.996805 46.232914
-123.997119 46.231490
-123.996953 46.230053
-123.995468 46.229044
-123.993591 46.228406
-123.991654 46.227858
-123.989741 46.227273
-123.987809 46.226717
-123.986756 46.225317
-123.986809 46.223659
-123.988237 46.223354
-123.989563 46.223541
-123.990812 46.224111
-123.992081 46.224658
-123.993416 46.225074
-123.994901 46.225187
-123.995897 46.224498
-123.996992 46.223827
-123.998312 46.223341
-123.999696 46.223716
-124.001053 46.223996
-124.002163 46.223302
-124.000753 46.222638
-123.999253 46.222084
-123.997713 46.221578
-123.996248 46.220975
-123.994752 46.220409
-123.993243 46.219860
-123.991733 46.219312
-123.990223 46.218764
-123.988713 46.218215
-123.987204 46.217667
-123.985694 46.217119
-123.984185 46.216570
-123.982675 46.216022
-123.981166 46.215473
-123.981519 46.214948
-123.982837 46.215435
-123.984156 46.215921
-123.985474 46.216408
